Alignment index,Score,STDEV
1,0,0.13245628591775743
2,0,0.10407677125196073
3,0,0.10080906588629175
4,0,0.09252839834146351
5,0,0.10208795242041067
6,0,0.0935986081336185
7,0,0.0688486352377951
8,0,0.2579847731523447
9,0,0.25634994386722987
10,0,0.1744943248947272
11,0,0.1630867397162269
12,0,0.19796624934300464
13,0,0.1931372200152292
14,0,0.28411599831753664
15,0,0.07993591660784051
16,0,0.1553363534362802
17,0,0.04507927456768481
18,1.20267194458189,0.14380406217804825
19,-0.8297872340425533,0.21664304086085742
20,5.5929737753587325,0.2149037282050005
21,1.3796140524492826,0.19242398749636735
22,-1.5874319643740722,0.1580899847377034
23,3.065907966353291,0.08568346287602957
24,1.058386937159822,0.12316161412780736
25,-1.7530925284512613,0.0
26,-1.646214745175655,0.0
27,-2.239980207817912,0.0
28,1.079168728352301,2.220446049250313e-16
29,0,0.10930607743019918
30,3.887679366650173,4.440892098500626e-16
31,2.332013854527461,4.440892098500626e-16
32,3.99455714992578,4.440892098500626e-16
33,9.0,0.0
34,7.016823354774864,0.0
35,9.0,0.0
36,9.0,0.0
37,-0.553686293913904,0.0
38,0,0.11368709331677672
39,-1.3849579416130628,0.0
40,0,0.13104472364862868
41,7.711528946066305,0.0
42,8.74468085106383,1.7763568394002505e-15
43,1.3998020781791194,0.0
44,8.72093023255814,1.7763568394002505e-15
45,8.16279069767442,1.7763568394002505e-15
46,4.410192973775359,0.0
47,0,0.08949918819475551
48,9.0,0.0
49,4.08955962394854,0.0
50,0.5804057397328057,0.0
51,-2.2340425531914887,0.0
52,0,0.0908208869510091
53,5.044334487877288,0.09551322379462647
54,0,0.0698551881699503
55,0,0.11018469709740798
56,0,0.08007912959402322
57,2.005442850074221,0.0
58,1.3404255319148937,2.220446049250313e-16
59,-2.459673428995547,0.0
60,6.761504205838693,0.0
61,8.489361702127662,1.7763568394002505e-15
62,8.44186046511628,0.0
63,1.5363681345868385,0.0
64,9.0,0.0
65,9.0,0.0
66,8.23404255319149,0.0
67,9.0,0.0
68,-1.2840178129638793,0.0
69,0.3785254824344379,0.0
70,8.47154873824839,0.0
71,8.72093023255814,1.7763568394002505e-15
72,-0.8446313706086093,0.0
73,-2.74468085106383,0.0
74,4.404255319148937,0.0
75,0,0.12666006888604106
76,0,0.0773924937379863
77,8.23404255319149,0.0
78,-0.19148936170212752,2.7755575615628914e-17
79,7.883720930232558,0.0
80,0.34883720930232537,0.0
81,1.186046511627907,0.0
82,6.286491835724889,0.0
83,9.0,0.0
84,8.16279069767442,1.7763568394002505e-15
85,8.47154873824839,0.0
86,7.883720930232559,0.0
87,3.7689262741217227,4.440892098500626e-16
88,8.16279069767442,1.7763568394002505e-15
89,0.509153884215735,0.0
90,3.103908955962395,4.440892098500626e-16
91,-1.420583869371598,0.0
92,-2.346857991093518,0.0
93,-1.8421573478476003,2.220446049250313e-16
94,-1.5155863433943595,0.0
95,5.930232558139535,0.0
96,-2.7209302325581395,0.0
97,5.015833745670461,8.881784197001252e-16
98,-2.714992577931717,0.0
99,8.16279069767442,1.7763568394002505e-15
100,-2.685304304799605,0.0
101,0,0.2809514713295937
102,0,0.8910043820176007
103,-3.0,0.0
104,0,0.43681327932554026
105,0,0.769342255930617
106,0,0.25102238136492616
107,8.198416625432953,0.0
108,4.285502226620485,8.881784197001252e-16
109,8.44186046511628,0.0
110,0,0.6156360067864546
111,0,0.3749858074588512
112,-2.466204849084612,0.12097233625433806
113,0,0.058611599070177885
114,-0.7175655616031669,0.08376934391393591
115,0,0.1374358635211493
116,0,0.17481729833270832
117,0,0.16511484817836253
118,0,0.2500140419189056
119,0,0.1300075209133383
120,0,0.374164593580944
121,-0.7436912419594259,0.0
122,-2.239980207817912,0.0
123,-2.1627906976744184,4.440892098500626e-16
124,-0.42899554675903023,0.0
125,-3.0,0.0
126,0,0.4333434425610116
127,5.722414646214745,0.0
128,-1.4562097971301338,0.0
129,-1.8955962394854038,2.220446049250313e-16
130,0,0.8870061109509858
131,2.995843641761504,0.07029541139767849
132,-1.604651162790698,2.220446049250313e-16
133,3.620484908461159,4.440892098500626e-16
134,2.5813953488372094,0.0
135,2.717961405244928,0.0
136,0.37852548243443795,0.0
137,-1.2840178129638793,0.0
138,1.5957446808510638,0.0
139,7.224641266699654,8.881784197001252e-16
140,9.0,0.0
141,9.0,0.0
142,-2.441860465116279,0.0
143,6.2568035625927765,8.881784197001252e-16
144,-2.7387431964374076,0.0
145,-2.692429490351311,0.19018670178802818
146,1.2329539831766452,0.275937446605602
147,1.077684314695695,0.0
148,3.2363186541316167,0.08308686377290248
149,3.1163780306778825,0.08034285212445211
150,0,0.17501079630090116
151,0,0.13124231610866063
152,0,0.12772031741291648
153,0,0.0775108448738938
154,0,0.17591999116405943
155,0,0.12921733486774892
156,0,0.11485947426979555
157,0,0.09662883024136973
158,-2.353983176645225,0.14796082535463254
159,4.935675408213756,0.14588395709465468
160,0,0.3204221636686674
161,0,0.09673275870675438
162,0,0.09829284645625071
163,0,0.08415774535553601
164,0,0.07529592250197305
165,0,0.12186086854566681
166,0,0.08643112443105608
167,0,0.15856539753263607
168,3.772488866897576,0.18169999304278908
169,2.038099950519544,0.13071608770360493
170,0,0.1487071346717759
171,0,0.071914288301075
172,0,0.1192345509828196
173,0.7680356259277585,0.16540818111791228
174,-0.7050964868876795,0.14953579724250998
175,0,0.14556944736857438
176,0,0.265210513446846
177,0,0.10581693534659896
178,1.0322612568035623,0.33886741687238314
179,0,0.26958521382405787
180,0,0.5997151688228175
181,0,0.13540065966610654
182,0,0.12881974002363752
183,0,0.15812900677683778
184,0,0.08671618828030005
185,0,0.11658989692040143
186,0,0.07160969027440638
187,0,0.08180183322772258
188,0,0.1898972975598252
189,1.3885205343889164,0.31492471570890196
190,0,0.12234450547513061
191,0,0.08124829363569243
192,0,0.16211428271863693
193,0,0.09244453457589029
194,0,0.0887654543332244
195,0,0.06222084120153462
196,0,0.14539496462410906
197,0,0.15458897913790992
198,0,0.07275989477861837
199,0,0.07263380275130184
200,0,0.16813106288421134
201,0,0.11028703980805568
202,0,0.16017256704150562
203,0,0.13710840396753274
204,0,0.26304815222112643
205,0,0.3908221828981857
206,1.3006432459178625,0.30952270857806835
207,0,0.15384026572315393
208,0,0.2575464110976525
209,0,0.09404952539200341
210,0,0.3355531435490178
211,0,0.08601200496656379
212,0,0.14347025015455123
213,0,0.06497867124934333
214,0,0.25149594869051367
215,0,0.12625860965464558
216,0,0.21080346436214367
217,1.3861454725383475,0.11586949247844365
218,1.463928748144483,0.0780886241160942
219,0,0.15441213057944644
220,0,0.11811157748102752
221,0,0.07810893824119174
222,0,0.10086325914340741
223,2.438297872340425,0.11730287177114768
224,0,0.09410761131079956
225,3.1442850074220683,0.0957344389997541
226,0.9366650173181593,0.0
227,-2.3765462642256305,0.0
228,2.9732805541810987,0.0
229,3.424542305789214,4.440892098500626e-16
230,-1.7453735774369126,0.49411169699923574
231,0.9776348342404753,0.2791259799997948
232,0,0.20805528254691139
233,0,0.1333476144086421
234,0,0.15792821928900608
235,0,0.23593941408520308
236,0,0.07644600624371022
237,0,0.10260294683563152
238,0,0.2966665219638526
239,0,0.5920815310189016
240,0,0.43618489387232706
241,0,0.6807745662006618
242,0,0.30248781108659845
243,0,0.27007453234914314
244,0,0.60887716931156
245,0,0.580546267461114
246,0,0.4612411236924878
247,0,0.2614733033046554
248,0,0.06915264931756084
249,0,0.152782441815524
250,0,0.2710589738271349
251,0,0.1774047596289552
252,0,0.12466246940257576
253,0,0.16678891926676506
254,0,0.18612818908893186
255,0,0.14596127093435177
256,0,0.12595107732173738
257,0,0.18047344712372446
258,0,0.08417240643643038
259,0,0.12376698890499294
260,0,0.09737753587333003
261,0,0.15652112598588663
262,0,0.2619010544188137
263,0,0.22530563292439276
264,0,0.16532396784553216
265,0,0.09358165647032031
266,0,0.07432511208519574
267,0,0.07475080349340547
268,0,0.0580828890143525
269,0,0.055130731517978336
270,0,0.08791739860526675
271,0,0.10446897930364966
272,0,0.09640418181067852
273,0,0.08863031071878924
274,0,0.06401937254680208
275,0,0.2828000866150155
276,0,0.13963086384924056
277,0,0.15926312791972025
278,0,0.10809141063068445
279,0,0.09168630886234197
280,0,0.07595557712632103
281,0,0.07696079998109287
282,0,0.04473383442296858
283,0,0.09993797717710642
284,0,0.08895391412592973
285,0,0.10299563267243406
286,0,0.11291539622302442
287,0,0.17615531296543405
288,0,0.11133854502059001
289,0,0.09840218324495806
290,0,0.10037271026596156
291,0,0.0888289801842383
292,0,0.0991588322612568
293,0,0.12386949453833165
294,0,0.0663876522047533
295,0,0.062469657700308795
296,0,0.08288081117742535
297,0,0.09526374266906457
298,0,0.0692545392347867
299,0,0.10284319490760281
300,0,0.10345841392399566
301,0,0.09481674075806817
302,0,0.06760587587526312
303,0,0.08404665704132447
304,0,0.13947928609055157
305,0,0.12087320726264401
306,0,0.0918035142884138
307,0,0.09555750780463784
308,0,0.18631750926429466
309,0,0.07761084717839645
310,0,0.12072728147148601
311,0,0.20062332462232668
312,0,0.15344443634838764
313,0,0.20880714582161297
314,0,0.5090145985999948
315,0,0.5043683744863701
316,0,0.4822545395939734
317,0,0.14734478683861427
318,0,0.6010845294504258
319,0,0.7195548173807264
320,0,0.3000302229318394
321,0,0.3733179643579824
322,0,0.12217869665421299
323,0,0.20743075550927798
324,0,0.21956159047922377
325,0,0.7721289182656377
326,0,0.3183025957474167
327,0,0.09127200768311179
328,0,0.07819014196465475
329,0,0.09954031274669985
330,0,0.05409786670310427
331,0,0.11282325033498024
332,0,0.08882898018423831
333,0,0.1171765714726696
334,0,0.09175741854211002
335,0,0.08519861979891824
336,0,0.06670288373668613
337,0,0.15380244784384264
338,0,0.14109146828963853
339,0,0.10263901989629774
340,0,0.0735790174748802
341,0,0.12071998055157346
342,0,0.07034554720848636
343,0,0.09760355613828844
344,0,0.04654530453581238
345,0,0.12110632279901153
346,0,0.06763715799733902
347,-1.4158337456704604,0.3950642500310218
348,3.644235526966848,0.05073134336655627
349,0,0.11134329472211534
350,3.3354774863928744,4.440892098500626e-16
351,-2.435922810489856,0.0
352,2.0648193963384465,0.0
353,0,0.15700690331106013
354,-0.6427511133102428,0.0
355,7.9787234042553195,0.0
356,0.6754082137555664,0.0
357,-2.1627906976744184,4.440892098500626e-16
358,-2.186541316180109,4.440892098500626e-16
359,9.0,0.0
360,8.44186046511628,0.0
361,3.4067293419099456,4.440892098500626e-16
362,6.791192478970807,0.0
363,0.6694705591291438,1.1102230246251565e-16
364,3.175160811479466,4.440892098500626e-16
365,-1.0821375556655126,2.220446049250313e-16
366,7.925284512617514,1.7763568394002505e-15
367,8.23404255319149,0.0
368,8.44186046511628,0.0
369,1.3404255319148937,0.0
370,3.638297872340426,0.0
371,-3.0,0.0
372,9.0,0.0
373,9.0,0.0
374,1.0598713508164272,0.0
375,9.0,0.0
376,8.72093023255814,1.7763568394002505e-15
377,9.0,0.0
378,-3.0,0.0
379,7.468085106382977,1.7763568394002505e-15
380,1.88668975754577,0.0
381,8.74468085106383,1.7763568394002505e-15
382,0.384463137060861,5.551115123125783e-17
383,9.0,0.0
384,5.651162790697674,0.0
