Alignment index,Score,STDEV
1,0,0.08033073815164732
2,0,0.08730325687406916
3,0,0.0950006879629953
4,0,0.24297864867915522
5,0,0.2908308104325366
6,0,0.13845642082937776
7,8.371428571428572,0.17142857142857082
8,0,0.13548884525449326
9,7.5532467532467535,0.17031812722904763
10,7.777922077922078,0.18111645661043296
11,8.828571428571427,0.1399708424447534
12,8.259740259740258,0.12754410505794128
13,8.885714285714286,0.1399708424447534
14,8.771428571428569,0.11428571428571459
15,8.8,0.13093073414159576
16,7.342857142857142,0.11428571428571495
17,8.228571428571428,0.13093073414159498
18,8.533766233766233,0.12670826325485612
19,8.171428571428573,0.08571428571428542
20,7.718181818181819,0.12497933713515916
21,0,0.14301791425650018
22,7.708441558441559,0.10061583019526756
23,0,0.0807286767164678
24,8.542857142857143,0.1895214165917369
25,-2.8168831168831163,0.12486457497892893
26,-2.2422077922077928,0.1040603409677327
27,4.288311688311689,0.073991789783086
28,1.7064935064935063,0.0924635195393639
29,0,0.47486316392837147
30,-2.6227272727272717,0.05961661399752816
31,0,0.7207967705831162
32,-0.5863636363636362,0.026781286528962684
33,-2.719480519480519,0.08072867671646788
34,0,0.1300145301116059
35,-2.9435064935064936,0.08295692806703639
36,-2.5714285714285707,0.1428571428571428
37,-2.6857142857142855,0.08571428571428567
38,-2.8857142857142852,0.1399708424447532
39,8.171428571428573,0.08571428571428542
40,-2.3980519480519478,0.09543687441344341
41,-2.4155844155844153,0.06760735108997602
42,-2.2116883116883113,0.07506673255386198
43,-1.6025974025974026,0.06537513220079595
44,-2.0688311688311685,0.07922077922077922
45,-2.8857142857142857,0.13997084244475308
46,-1.061038961038961,0.03076030982422596
47,0,0.1115674368566989
48,-1.9805194805194806,0.06295688126514716
49,7.485714285714286,0.1157521036631548
50,5.444155844155845,0.08875936947969754
51,0.5441558441558441,0.08949738781309112
52,8.742857142857142,0.08571428571428595
53,6.07012987012987,0.10335900130426735
54,8.514285714285714,0.13093073414159498
55,7.428571428571428,0.0
56,8.727272727272725,1.7763568394002505e-15
57,9.0,0.0
58,9.0,0.0
59,9.0,0.0
60,8.714285714285712,1.7763568394002505e-15
61,6.2727272727272725,0.0
62,-0.8181818181818181,0.0
63,-2.7142857142857144,0.0
64,9.0,0.0
65,7.142857142857143,0.0
66,4.8441558441558445,0.0
67,-1.6363636363636362,0.0
68,2.0331168831168833,0.1786233690694937
69,2.0974025974025974,0.1716301451658011
70,0,0.20493572333770765
71,-2.2233766233766232,0.18364573168117965
72,0,0.15368636044142345
73,0.8233766233766234,0.1479835795661727
74,-1.8441558441558439,0.19445856607007558
75,0,0.4546683507331185
76,-1.0727272727272725,0.27173288105040483
77,0,0.37249189364083196
78,0,0.09132788508461885
79,0,0.16920039545928672
80,0,0.10734730592045219
81,0,0.2059055994166789
82,0,0.11857363335598267
83,0,0.08203691643782754
84,1.2064935064935067,0.08897762666473051
85,0.7584415584415584,0.07643604659512801
86,0,0.1193534049962393
87,0,0.07352587968856318
88,0,0.07113576348090411
89,0,0.10113206407237287
90,0,0.07963485567145914
91,0,0.4806440694923865
92,0,0.09147320339189781
93,0,0.1019790671657173
94,0,0.5199429759721504
95,0,0.20241521111985852
96,0,0.41171289205164735
97,0,0.3953393729028843
98,4.340259740259741,0.1199524839866707
99,0,0.13360853142453694
100,-1.0909090909090906,2.220446049250313e-16
101,-0.9220779220779219,0.0
102,0.16883116883116858,0.0
103,2.2337662337662336,4.440892098500626e-16
104,0,0.8242664391805107
105,8.181818181818183,1.7763568394002505e-15
106,9.0,0.0
107,5.64935064935065,8.881784197001252e-16
108,-0.7662337662337662,0.0
109,0,0.060848694892299375
110,8.727272727272725,1.7763568394002505e-15
111,-0.2922077922077923,5.551115123125783e-17
112,3.694805194805196,4.440892098500626e-16
113,9.0,0.0
114,9.0,0.0
115,9.0,0.0
116,6.2727272727272725,0.0
117,8.727272727272725,1.7763568394002505e-15
118,0,0.12480546508612976
119,-2.7142857142857144,4.440892098500626e-16
120,8.727272727272725,1.7763568394002505e-15
121,9.0,0.0
122,5.11038961038961,0.0
123,-3.0,0.0
124,-1.0324675324675323,2.220446049250313e-16
125,8.714285714285712,1.7763568394002505e-15
126,-2.454545454545454,4.440892098500626e-16
127,-3.0,0.0
128,-2.772727272727273,0.0
129,-2.707792207792207,4.440892098500626e-16
130,1.4675324675324675,2.220446049250313e-16
131,4.909090909090908,8.881784197001252e-16
132,2.1428571428571423,0.0
133,0.1428571428571428,0.0
134,-1.0909090909090904,2.220446049250313e-16
135,0,0.04101203292113797
136,-0.779220779220779,0.0
137,5.727272727272727,0.0
138,1.525974025974026,0.0
139,-1.4870129870129871,0.0
140,-2.1883116883116887,0.0
141,-2.707792207792207,4.440892098500626e-16
142,0,0.10788018628404406
143,0,0.05315164137579515
144,0,0.15201047668752782
145,0,0.14183370116312258
146,-3.0,0.0
147,-0.9935064935064937,2.220446049250313e-16
148,-1.4025974025974024,0.0
149,0.24025974025974017,0.0
150,5.285714285714286,0.0
151,0,0.7459792714065118
152,0,0.29967092763162717
153,0,0.3003827602657444
154,0,0.23413030812057964
155,0,0.08249820474697171
156,0,0.16250510844753965
157,0,0.16131626731628826
158,0,0.12115045586647097
159,0,0.41434677724476393
160,0,0.27778549866521
161,0,0.13415182101308448
162,0,0.19780056432791054
163,0,0.5999680235477647
164,0,0.4225072741317181
165,0,0.660278183399825
166,0,0.45229312099161983
167,1.4220779220779218,2.220446049250313e-16
168,0,0.11153719768095531
169,0,0.24536863747780874
170,-1.7922077922077928,0.0
171,6.818181818181818,0.0
172,7.909090909090909,0.0
173,0,0.40002582561257805
174,9.0,0.0
175,8.181818181818183,1.7763568394002505e-15
176,9.0,0.0
177,5.993506493506494,0.0
178,0,0.06233766233766233
179,0,0.14710336352877013
180,7.909090909090909,0.0
181,2.727272727272727,0.0
182,-2.779220779220779,0.0
183,-1.668831168831169,0.0
184,0,0.0962726668313285
185,4.714285714285715,0.0
186,7.084415584415583,0.0
187,0,0.09285714285714279
188,0,0.14140495670617803
189,0,0.1078313182059588
190,0,0.09238368078996921
191,0,0.08200607162544339
192,0,0.10086696207272433
193,0,0.08446801568526822
194,0,0.08818985101985581
195,0,0.12965729312947655
196,0,0.09529317572906046
197,0,0.10642419347112334
198,0,0.10939197787656868
199,0,0.08535935961119476
200,0,0.13758880663011974
201,0,0.1294473638332324
202,0,0.11732420380056426
203,0,0.14403440538364995
204,0,0.12219012528081395
205,0,0.13599827367868458
206,0,0.14450641822451668
207,0,0.05749962417470873
208,0,0.10406034096773274
209,0,0.13734341887171206
210,0,0.15311600189209204
211,0,0.05157741153846903
212,0,0.05332588355233197
213,0,0.08407523797215334
214,0,0.12385587029491325
215,0,0.16895100642025368
216,0,0.09999999999999992
217,0,0.1095845356349558
218,0,0.0769309258162072
219,0,0.12044360576219822
220,0,0.14455309719471568
221,0,0.13827357562811596
222,0,0.09618503068660689
223,0,0.17414829002472576
224,0,0.15924985433986857
225,0,0.16175088759377987
226,0,0.1381469661155174
227,0,0.06519752154531555
228,0,0.06297362289056344
229,0,0.1964604997127343
230,0,0.12021934190044414
231,0,0.09571921959476754
232,0,0.12294696203281452
233,0,0.11477904150598905
234,-2.1428571428571432,0.0
235,9.0,0.0
236,9.0,0.0
237,-1.285714285714286,0.0
238,0,0.5761449401607743
239,7.084415584415583,0.0
240,7.2857142857142865,1.3173814904902171e-15
241,-1.8571428571428572,0.0
242,3.8831168831168825,0.0
243,-1.2467532467532467,0.0
244,7.928571428571429,0.0
245,2.454545454545454,4.440892098500626e-16
246,8.454545454545455,0.0
247,9.0,0.0
248,9.0,0.0
249,8.181818181818183,1.7763568394002505e-15
250,0.48051948051948046,0.0
251,7.636363636363638,8.881784197001252e-16
252,-2.9025974025974017,0.0
253,-2.181818181818181,4.440892098500626e-16
